iter,train_loss,val_loss
0.0,4.437269687652588,4.428293704986572
50.0,2.9327590465545654,2.946592092514038
100.0,2.6945862770080566,2.7077255249023438
150.0,2.6133975982666016,2.6218268871307373
200.0,2.566300392150879,2.5703046321868896
250.0,2.540248155593872,2.551853895187378
300.0,2.513399362564087,2.5252809524536133
350.0,2.4933359622955322,2.5062031745910645
400.0,2.475356101989746,2.4875969886779785
450.0,2.4581449031829834,2.4687440395355225
500.0,2.4301631450653076,2.438420295715332
550.0,2.405186891555786,2.424130439758301
600.0,2.367403268814087,2.37947154045105
650.0,2.3379945755004883,2.3587985038757324
700.0,2.2977123260498047,2.3178200721740723
750.0,2.2726197242736816,2.2908384799957275
800.0,2.2524514198303223,2.2719147205352783
850.0,2.231779098510742,2.2574453353881836
900.0,2.2136666774749756,2.239952802658081
950.0,2.1852681636810303,2.2172391414642334
1000.0,2.1731514930725098,2.208479404449463
1050.0,2.138767957687378,2.177243709564209
1100.0,2.122856378555298,2.1646389961242676
1150.0,2.098137855529785,2.1417219638824463
1200.0,2.076880931854248,2.121004104614258
1250.0,2.0529563426971436,2.1014695167541504
1300.0,2.0399017333984375,2.0935146808624268
1350.0,2.0151915550231934,2.0749094486236572
1400.0,1.9995242357254028,2.063032388687134
1450.0,1.977838158607483,2.0498077869415283
1500.0,1.961355447769165,2.036459445953369
1550.0,1.9489895105361938,2.0259294509887695
1600.0,1.9403382539749146,2.0250532627105713
1650.0,1.9145095348358154,2.008662462234497
1700.0,1.9052224159240723,1.9994075298309326
1750.0,1.885187029838562,1.9852795600891113
1800.0,1.8720594644546509,1.9733422994613647
1850.0,1.8634353876113892,1.974032998085022
1900.0,1.853151559829712,1.9597668647766113
1950.0,1.8463618755340576,1.9617098569869995
2000.0,1.8336900472640991,1.9518373012542725
2050.0,1.8116134405136108,1.9364246129989624
2100.0,1.8028168678283691,1.9267104864120483
2150.0,1.7924714088439941,1.9186694622039795
2200.0,1.7826182842254639,1.9183639287948608
2250.0,1.7765345573425293,1.9107153415679932
2300.0,1.777982473373413,1.9079678058624268
2350.0,1.7564374208450317,1.895806908607483
2400.0,1.7522377967834473,1.8953841924667358
2450.0,1.7350797653198242,1.8755171298980713
2500.0,1.7387826442718506,1.8776071071624756
2550.0,1.7215101718902588,1.8746534585952759
2600.0,1.7158737182617188,1.866487741470337
2650.0,1.7089343070983887,1.8584805727005005
2700.0,1.698617696762085,1.8516714572906494
2750.0,1.693495273590088,1.846164584159851
2800.0,1.6853982210159302,1.850471019744873
2850.0,1.678748369216919,1.8438373804092407
2900.0,1.673421025276184,1.8313449621200562
2950.0,1.6735916137695312,1.8260349035263062
3000.0,1.6522868871688843,1.8142821788787842
3050.0,1.6567561626434326,1.81443190574646
3100.0,1.6464489698410034,1.8101227283477783
3150.0,1.6446471214294434,1.8054465055465698
3200.0,1.6356512308120728,1.7974913120269775
3250.0,1.6364169120788574,1.7924368381500244
3300.0,1.6231380701065063,1.7958922386169434
3350.0,1.6231482028961182,1.781954050064087
3400.0,1.6176966428756714,1.7812952995300293
3450.0,1.6154577732086182,1.7805371284484863
3500.0,1.6099905967712402,1.7737880945205688
3550.0,1.6000560522079468,1.770135521888733
3600.0,1.598822832107544,1.7770142555236816
3650.0,1.597896695137024,1.7737311124801636
3700.0,1.586368441581726,1.7604719400405884
3750.0,1.581588625907898,1.7597182989120483
3800.0,1.5787527561187744,1.7595875263214111
3850.0,1.5791282653808594,1.7573164701461792
3900.0,1.5743343830108643,1.758436679840088
3950.0,1.570207118988037,1.7518316507339478
4000.0,1.5651679039001465,1.756413459777832
4050.0,1.5614341497421265,1.7485754489898682
4100.0,1.5603712797164917,1.7388988733291626
4150.0,1.5512677431106567,1.743630051612854
4200.0,1.5431807041168213,1.7337640523910522
4250.0,1.544646143913269,1.7326266765594482
